Surface sensible+latent heat flux (Wm**-2),Surface downwelling shortwave flux (Wm**-2),Surface downwelling longwave flux (Wm**-2),Sea level pressure (hPa),Total precipitation (mm/day),Relative humidity averaged 1000-300hPa (%),U wind at 10 m (m s**-1),V wind at 10 m (m s**-1),TotalArc,Total cloud cover (%),Total column cloud water (g m**-2),GH_mean
-20.83638802,68.63750554,205.28675790000003,1006.188526,1.017903664,74.71088708,1.041036039,0.205432577,15988765.0,81.45082199,42.5324721,5812.058379666666
-22.46126248,156.7449801,226.11605550000002,1011.6504550000001,0.92890784,70.10785955,1.376973126,0.36713157,14790684.0,76.48819402,46.49479232,5939.784881666667
-30.19169982,226.6136148,261.8407588,1010.687602,1.032450659,70.83620581,0.7696215670000001,0.118760874,13360804.0,77.63145652,63.5350339,6066.778143666667
-43.37153868,246.86835789999998,291.30638430000005,1011.151058,1.117665769,66.93114544,-0.32249860399999997,-0.332580429,11768040.0,73.23565483,80.78219937,6204.314186666667
-43.0947033,204.1203288,310.51786360000006,1011.589046,1.401929287,68.17068982,-0.071356848,-0.184787335,9684245.0,76.10482033,105.9421777,6277.625187000001
-32.78531352,135.0454043,305.0109372,1011.5454689999999,1.501111185,70.9337961,-0.35988243799999997,-0.281480708,6872831.0,79.39989402,109.89150749999999,6233.583515333333
-24.35645036,71.48568848,277.9518327,1011.8935740000001,1.4053647969999998,72.54848286,-0.151102589,-0.259009058,6272115.0,80.85707679999999,89.87257849,6119.9719233333335
-24.31867499,25.43400028,241.7859028,1009.403295,1.259963916,75.94377468,-0.005560755,-0.173108365,9397506.0,84.89055882,64.76604606,5957.376658666667
-21.02686354,5.524180466000001,205.0090996,1012.9764210000001,1.0816228620000001,77.55850459999999,-0.10260275699999999,-0.24871757600000002,11368959.0,85.56996347,49.92034157,5867.864925333332
-20.52465774,1.307719164,192.6848187,1009.6594,1.154254202,76.80030332,0.571301252,0.187457392,13359619.0,85.99736555,48.16181375,5806.323626999999
-13.52405648,3.415756022,190.2240886,1012.880917,0.924694005,75.32546017,0.420894724,0.156695628,14584139.0,84.20341088,39.34046379,5826.499202333333
-10.01542764,19.28400708,185.9503858,1015.0855359999999,0.798116568,73.49896509,0.201885795,-0.053152155,15366355.0,80.51995903,35.81762969,5858.893706333333
-14.72410001,69.5582198,195.3579274,1016.050933,0.788400665,74.19360276,-0.015632557,-0.154364198,15599345.0,78.94255236,38.08514038,5899.019673
-23.74227597,158.3808855,218.18050350000001,1014.483268,0.821694832,71.48395658,0.512753284,-0.008015325,15029586.0,76.52365776,42.61251702,5966.289136333334
-31.03737438,225.483263,261.6634794,1013.9896349999999,0.98760812,69.98678520000001,0.056608233,-0.177490187,13582530.0,78.8627072,65.55825422,6108.1023546666665
-43.7236441,245.3183684,292.1809067,1012.683361,1.166072096,67.62804224,-0.13197362099999999,-0.20150984800000002,12293986.0,75.43083906,82.97167079,6219.903792
-45.18626408,211.651271,310.0581992,1011.140747,1.2624291090000002,66.90439584,0.154848798,-0.122298699,9764685.0,73.65551454,94.99631334,6288.370073333334
-32.30880557,137.04459540000002,305.91249780000004,1008.0279519999999,1.520346565,71.83566067,0.846616,0.206479374,7456080.0,79.09470661,107.9201356,6212.119151
-24.21589388,70.97729217,282.35889199999997,1011.918193,1.4031936980000002,73.46958822,-0.239144832,-0.354706626,6589707.0,81.13775374,93.64313726,6134.623816333333
-22.98557044,25.32443424,245.0042569,1012.3299,1.3960760319999999,75.54915015,0.47769739299999997,0.074772034,9198908.0,84.45440388,72.90502652,5990.100533666667
-23.33373167,5.659635043,215.28823219999998,1011.466857,1.1127560109999999,75.10821567,0.115488431,-0.224264451,11163069.0,85.04437491,52.23426605,5889.637866666668
-20.11140118,1.36494688,195.26716299999998,1006.211349,1.059192704,75.64592844,1.3782312890000001,0.45877720200000005,13208271.0,85.52399255,43.68621544,5786.4814996666655
-12.66556181,3.2481425789999996,188.7970316,1007.3255039999999,0.997199793,75.66710031,0.600927444,0.12253911599999999,14858012.0,85.05882186,42.77141948,5788.758899
-17.69005983,18.82929114,188.9705172,1010.7597099999999,0.958795905,75.23896354,0.315763728,0.08564245699999999,15620115.0,83.48500105,39.58271678,5818.079065333334
-18.67615949,69.4322207,199.6552244,1012.481242,0.85320212,73.35702144,0.440250318,0.033228773999999996,15619182.0,80.46907579,38.64379914,5868.5936993333335
-26.41630235,157.82751409999997,215.2747087,1019.5281650000001,0.7275577879999999,69.68099052,-1.06227557,-0.6438029510000001,14799292.0,80.35311044,40.01410894,5979.115010666667
-31.18109387,230.7232656,253.7113577,1011.636332,1.002025675,71.85882705,1.196756546,0.36788599899999996,13312944.0,79.35474919,59.36526183,6049.262459666667
-42.59792136,246.4313046,285.3088992,1012.2241449999999,1.22410285,67.02970402,0.36121703200000005,-0.018970135,12200368.0,75.26712142,81.34122852,6189.239681999999
-43.72942727,206.0913315,303.3067774,1010.3005300000001,1.2969015179999999,67.80545157,0.681389967,0.12635407,10700487.0,74.6667695,93.08845068,6238.202193333334
-33.13713726,136.1964426,297.979871,1009.881495,1.4173426669999998,71.43655678,0.268539409,-0.073469979,7955099.0,78.77728912,105.26064509999999,6188.633286666666
-22.34213267,71.26660676,273.9189832,1014.9831039999999,1.279718621,72.80590212,0.079819226,-0.18819252399999997,7592311.0,80.64967477,88.31983734,6126.5967353333335
-23.10602395,25.340302100000002,238.98530719999997,1010.788158,1.2528428059999999,76.15545683,0.097957554,-0.15148182,9643995.0,84.97003444,62.28179804,5967.776356333333
-17.91182816,5.517326827000001,207.0464729,1010.7861109999999,1.0837404590000002,73.72223000000001,-0.1326214,-0.13009132699999998,11913648.0,83.79780307,46.83767185,5875.974234666667
-17.40999329,1.3615366740000001,193.0065793,1007.527449,1.084279048,76.68417697,0.91703719,0.279925789,13534834.0,83.47240767,43.61894045,5799.635534333333
-17.42124134,3.5175601660000004,186.9867749,1002.284237,1.083678151,76.79078942,1.0859467520000001,0.451559355,15199107.0,84.32835883,42.1055866,5715.785656
-15.9608522,18.71915396,192.7710794,1011.8027089999999,0.994116893,75.47605836,0.709725651,0.152293917,15854349.0,83.05683896,43.77057234,5822.64688
-17.3221357,69.76331671,193.7093023,1011.549647,0.8644097070000001,72.81064272,0.5598274289999999,0.14793293300000002,15978996.0,79.59917961,39.894791,5829.828219999999
-24.06650321,159.43146409999997,217.87625649999998,1016.863316,0.700211193,68.44019585,-0.251370576,-0.336908562,15297398.0,75.94627124,39.17977255,5975.593274666667
-32.14100044,225.3267413,260.9338253,1019.181254,0.88815996,67.19227609,-1.122654752,-0.640631885,13599683.0,78.50904911,64.75241874,6139.163956333334
-46.03737923,246.50358509999998,290.1259767,1014.022418,1.06442086,66.37594055,-0.456264471,-0.419354193,12065763.0,73.98616249,76.78293067,6214.235974333333
-43.48425122,203.22968390000003,309.54154839999995,1012.912552,1.332778289,68.08136327,-0.015751791,-0.149950374,9736968.0,75.05445422,102.3851092,6283.10012
-31.9933228,131.3172274,302.69651969999995,1012.8138939999999,1.5012817580000002,70.96939705,-0.17091473699999998,-0.289798469,7390006.0,80.96676926,114.9147097,6229.204994333333
-24.353224100000002,70.08123086,276.690592,1012.7634960000001,1.355952141,74.35547002,-0.054541945999999994,-0.31011106899999996,6543385.0,82.99964514,85.31811324,6106.737940333333
-22.35841663,25.29852785,242.2553692,1011.5429449999999,1.33221418,75.9479845,0.034056366,-0.220265168,9246508.0,84.87278778,66.96255066,5982.110793000001
